DocumentID,spam,external,internal,foreign_language,too_short,repeated_characters,repeated_lines,html,phone_number,links,author_account_age,author_n_logins,author_uploaded_docs,author_spam,author_published_docs,author_valid_email_address,author_email_domain,author_plan_at_submission,document_n_words,document_format,document_upload_method
67002493,0,0,0,0,1,0,1,0,0,0,55,1,1,,0,1,yahoo.co.uk,free,0,docx,upload
67002505,0,0,0,0,0,0,0,0,0,0,238,4,3,,2,1,gmail.com,free,1084,ppt,upload
67003105,0,1,1,0,0,0,0,0,0,0,55,2,2,,1,1,gmail.com,free,373,docx,upload
67003153,0,0,0,0,0,0,1,0,0,0,55,1,1,,0,1,gmail.com,free,444,docx,upload
67014292,0,1,1,0,0,0,0,0,0,0,1133,4,1,,0,1,yahoo.com,free,950,ppt,upload
67015501,0,0,0,0,0,0,0,0,0,0,55,1,1,,0,1,hotmail.com,free,1324,docx,upload
67025140,0,0,0,0,1,0,0,0,0,0,55,1,1,,0,1,yahoo.com,free,47,docx,upload
67030552,0,0,0,0,1,0,0,0,0,0,55,2,294,,61,1,studentmojo.com,free,39,docx,upload
67030783,0,0,0,0,1,0,0,0,0,0,55,2,294,,100,1,studentmojo.com,free,37,docx,upload
67031851,0,0,0,1,0,0,0,0,0,0,55,1,4,,3,1,gmail.com,free,317,docx,upload
67037374,0,0,0,0,0,0,0,0,0,0,55,2,2,,1,1,gmail.com,free,5089,pdf,upload
67042318,0,1,1,0,0,0,0,0,0,0,55,1,1,,0,1,gmail.com,free,899,doc,upload
67044550,0,0,0,0,0,0,0,0,0,0,124,2,1,,0,1,hotmail.com,free,5600,pdf,upload
67045336,0,0,0,1,0,0,0,0,0,0,54,1,2,,0,1,hotmail.com,free,659,docx,upload
67048543,0,0,0,0,0,0,0,0,0,0,54,1,1,,0,1,hotmail.com,free,262,docx,upload
67049251,0,1,1,1,0,0,0,0,0,0,54,2,1,,0,1,sky.com,free,295,docx,upload
67049410,0,0,0,0,0,0,0,0,0,0,54,1,1,,0,1,iimranchi.ac.in,free,3905,pdf,upload
67053583,0,0,0,0,1,0,0,0,0,0,54,1,2,,1,1,hotmail.com,free,134,docx,upload
67073452,0,0,0,0,1,0,0,0,0,0,53,1,168,,111,1,homework.com,free,192,pptx,upload
67073521,0,0,0,0,1,0,0,0,0,0,53,1,168,,134,1,homework.com,free,59,pptx,upload
67073536,0,0,0,0,1,0,0,0,0,0,53,1,168,,139,1,homework.com,free,47,pptx,upload
67078228,0,0,0,0,1,0,0,0,0,0,53,1,324,,8,1,yahoo.com,free,217,docx,upload
67078393,0,0,0,0,1,0,0,0,0,0,53,1,324,,63,1,yahoo.com,free,78,docx,upload
67078720,0,0,0,0,1,0,0,0,0,0,53,1,324,,172,1,yahoo.com,free,80,docx,upload
67078774,0,0,0,0,1,0,0,0,0,0,53,1,324,,190,1,yahoo.com,free,68,docx,upload
67079020,0,0,0,0,1,0,0,0,0,0,53,1,324,,272,1,yahoo.com,free,193,docx,upload
67079128,0,0,0,0,1,0,0,0,0,0,53,1,324,,308,1,yahoo.com,free,76,docx,upload
67081840,0,0,0,0,1,1,1,0,0,0,53,2,1,,0,1,hotmail.com,free,1,docx,upload
67088833,0,0,0,0,1,0,0,0,0,0,53,2,3,,2,1,hotmail.com,free,108,pdf,google_drive
67093843,0,0,0,0,1,0,0,0,0,0,108,2,3,,2,1,yahoo.com,free,153,docx,upload
67095373,0,0,0,1,0,0,0,0,0,0,52,1,1,,0,1,gmail.com,free,671,docx,upload
67096105,0,0,0,0,0,0,0,0,0,0,70,2,2,,0,1,yahoo.com,free,365,docx,upload
67099096,0,0,0,0,1,0,1,0,0,0,52,1,2,,0,1,gmail.com,free,0,pdf,upload
67101538,0,0,0,1,0,0,0,0,0,0,52,2,1,,0,1,gmail.com,free,485,docx,upload
67112065,0,1,1,0,0,0,0,0,0,0,52,1,1,,0,1,gmail.com,free,274,doc,upload
67114093,0,1,1,0,0,0,0,0,0,0,52,1,2,,1,1,yahoo.com,free,508,docx,upload
67124164,0,1,1,0,0,0,0,0,0,0,52,3,4,,0,1,gmail.com,free,838,pdf,dropbox
67127896,0,0,0,0,1,0,1,0,0,0,52,1,2,,1,1,yahoo.com,free,1,docx,upload
67128697,0,0,0,0,1,0,0,0,0,0,52,1,1,,0,1,icloud.com,free,200,pdf,google_drive
67131952,0,0,0,0,1,0,1,0,0,0,52,1,2,,1,1,gmail.com,free,0,docx,upload
67134160,0,0,0,0,1,0,1,0,0,0,51,1,1,,0,1,gmail.com,free,0,pdf,upload
67144477,0,0,0,0,0,0,0,0,0,0,484,31,335,,246,1,gmail.com,free,462,pdf,upload
67147093,0,0,0,0,1,0,1,0,0,0,51,1,104,,20,1,rambler.ru,free,6,docx,upload
67147279,0,0,0,0,1,0,0,0,0,0,51,1,104,,48,1,rambler.ru,free,167,docx,upload
67148560,0,0,0,1,0,0,0,0,0,0,51,2,1,,0,1,gmail.com,free,1019,pdf,upload
67161685,0,0,0,0,1,0,0,0,0,0,51,1,1,,0,1,yahoo.com,free,122,docx,upload
67166215,0,0,0,0,1,0,0,0,0,0,51,1,1,,0,1,gmail.com,free,53,docx,upload
67167898,0,0,0,0,1,0,0,0,0,0,51,3,2,,1,1,gmail.com,free,242,pdf,google_drive
67173373,0,0,0,1,0,0,0,0,0,0,54,2,4,,3,1,hotmail.com,free,2240,pdf,upload
67175713,0,0,0,0,0,0,0,0,0,0,337,175,213,,176,1,gmail.com,free,437,docx,upload
67177276,0,0,0,0,0,0,0,0,0,0,183,23,183,,148,1,gmail.com,free,871,pdf,upload
67177570,0,0,0,0,0,0,0,0,1,0,226,106,356,,312,1,gmail.com,free,680,pdf,upload
67177885,0,1,1,0,0,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,506,pdf,upload
67178170,0,0,0,0,1,0,0,0,0,0,50,1,3,,1,1,rediffmail.com,free,153,pdf,upload
67178485,0,1,1,0,0,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,3517,pdf,upload
67178800,0,0,0,1,0,0,0,0,0,0,50,1,1,,0,1,live.dk,free,321,doc,google_drive
67180447,0,0,0,0,1,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,160,docx,upload
67184578,0,0,0,0,1,0,0,0,0,0,50,2,2,,1,1,yahoo.com,free,12,docx,upload
67191589,0,0,0,0,0,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,2224,pdf,upload
67192966,0,0,0,0,0,0,0,0,0,0,50,1,3,,0,1,mba.christuniversity.in,free,991,docx,upload
67196575,0,0,0,0,1,0,1,0,0,0,50,1,2,,1,0,cranleigh.org,free,69,docx,upload
67200574,0,1,1,0,0,0,0,0,0,0,50,1,110,,40,1,yahoo.com,free,1172,docx,upload
67200730,0,0,0,0,1,0,0,0,0,0,50,1,110,,92,1,yahoo.com,free,188,docx,upload
67201681,0,0,0,1,0,0,0,0,0,0,50,1,2,,1,1,gmail.com,free,527,pdf,google_drive
67201879,0,0,0,0,1,0,0,0,0,0,50,1,1,,0,1,philasd.org,free,48,pdf,google_drive
67207915,0,0,0,0,0,0,0,0,0,0,50,1,1,,0,1,yahoo.com,free,431,pdf,upload
67213096,0,1,1,0,0,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,838,pdf,dropbox
67220140,0,0,0,0,0,0,0,0,0,0,50,1,1,,0,1,gmail.com,free,793,ppt,upload
67220929,0,0,0,0,1,0,0,0,0,0,50,1,2,,1,1,gmail.com,free,144,docx,upload
67223746,0,0,0,0,1,0,1,0,0,0,49,1,5,,3,1,yahoo.com,free,0,docx,upload
67224568,0,1,1,0,0,0,0,0,0,0,49,1,2,,0,1,gmail.com,free,2724,pdf,upload
67226278,0,0,0,0,0,0,0,0,0,0,49,1,1,,0,1,qq.com,free,5465,pdf,upload
67226566,0,0,0,0,1,0,0,0,0,0,49,1,4,,3,1,yahoo.com,free,93,docx,upload
67229881,0,0,0,1,0,0,0,0,0,0,735,1,9,,3,1,gmail.com,free,1390,pdf,google_drive
67237411,0,0,0,0,0,1,0,0,1,0,162,2,1,,0,1,hotmail.com,free,695949,pdf,upload
67240228,0,0,0,0,0,0,0,0,0,0,49,1,1,,0,1,yahoo.com,free,7289,pdf,upload
67241137,0,0,0,0,1,0,1,0,0,0,49,1,1,,0,1,web.de,free,3,docx,upload
67252534,0,0,0,0,1,0,0,0,0,0,49,1,1,,0,1,aol.com,free,182,docx,upload
67262224,0,0,0,1,0,0,1,0,0,0,49,2,1,,0,1,hotmail.fr,free,7470,pdf,upload
67265182,0,1,1,0,0,0,0,0,0,0,64,3,369,,222,1,gmail.com,free,628,pdf,upload
67266091,0,0,0,0,1,0,0,0,0,0,706,2,2,,1,1,gmail.com,free,83,docx,upload
67268500,0,1,1,0,0,0,0,0,0,0,331,333,419,,381,0,transparancymarketresearch.com,free,1369,pdf,upload
67270873,0,0,0,0,1,0,0,0,0,0,48,1,1,,0,1,gmail.com,free,237,pdf,upload
67271428,0,0,0,0,1,0,0,0,0,0,48,1,2,,1,1,gmail.com,free,180,docx,upload
67274473,0,0,0,0,1,0,1,0,0,0,48,3,2,,0,1,hotmail.com,free,16,docx,upload
67284739,0,0,0,1,0,0,0,0,0,0,385,392,18,,8,1,bushydigital.co,free,362,pdf,upload
67290934,0,0,0,0,1,0,1,0,0,0,65,2,3,,2,1,gmail.com,free,1,docx,upload
67295089,0,0,0,0,0,0,0,0,0,0,48,1,1,,0,1,gmail.com,free,266,docx,upload
67295557,0,0,0,1,0,0,0,0,0,0,114,3,2,,1,1,egc-bayonne.fr,free,11399,pdf,upload
67307431,0,1,1,0,0,0,0,0,0,0,50,2,1,,0,1,qq.com,free,2756,pdf,upload
67308616,0,1,1,0,0,0,0,0,0,0,184,2,2,,1,1,yahoo.com,free,838,pdf,dropbox
67314703,0,0,0,0,1,0,1,0,0,0,782,3,3,,1,1,hotmail.com,free,15,docx,upload
67328269,0,1,1,0,0,0,0,0,0,0,180,3,1,,0,1,yahoo.com,free,838,pdf,dropbox
67332508,0,0,0,0,0,0,0,0,0,0,47,1,1,,0,1,hotmail.com,free,441,docx,upload
67334020,0,0,0,0,1,0,1,0,0,0,47,2,1,,0,1,gmail.com,free,15,pdf,upload
67335307,0,0,0,0,1,0,0,0,0,0,112,13,157,,133,1,gmail.com,free,97,doc,upload
67335544,0,0,0,0,1,0,0,0,0,0,111,14,228,,215,1,gmail.com,free,45,doc,upload
67335682,0,0,0,0,1,0,0,0,0,0,111,12,244,,237,1,gmail.com,free,57,doc,upload
67335901,0,0,0,0,1,0,1,0,0,0,111,10,177,,153,1,gmail.com,free,25,doc,upload
67336288,0,0,0,0,1,0,0,0,0,0,46,1,1,,0,1,canford.com,free,222,docx,upload
67336345,0,0,0,0,1,0,0,0,0,0,125,10,148,,127,1,gmail.com,free,44,doc,upload
67336900,0,0,0,0,1,0,0,0,0,0,125,8,153,,127,1,gmail.com,free,55,doc,upload
67336918,0,0,0,0,1,0,1,0,0,0,125,8,153,,133,1,gmail.com,free,34,doc,upload
67337080,0,1,1,0,0,0,0,0,0,0,125,7,78,,67,1,gmail.com,free,323,doc,upload
67337119,0,0,0,0,1,0,0,0,0,0,125,10,149,,105,1,gmail.com,free,37,doc,upload
67340782,0,0,0,1,0,0,0,0,0,0,46,1,5,,3,1,yahoo.com,free,5685,pdf,upload
67340785,0,0,0,1,0,0,0,0,0,0,46,1,5,,4,1,yahoo.com,free,1364,docx,upload
67349659,0,0,0,0,0,0,0,0,0,0,46,1,64,,63,1,gmail.com,free,759,docx,google_drive
67357807,0,0,0,0,1,0,0,0,0,0,46,1,1,,0,1,hotmail.com,free,90,pdf,upload
67358317,0,0,0,0,0,0,0,0,0,0,46,1,1,,0,1,gmail.com,free,43344,pdf,upload
67358866,0,0,0,0,0,0,0,0,0,0,844,1,1,,0,1,hotmail.com,free,8671,pdf,upload
67362304,0,0,0,1,0,0,0,0,0,0,45,2,2,,0,1,hotmail.fr,free,24161,pdf,upload
67362658,0,0,0,0,0,0,0,0,0,0,45,1,1,,0,1,gmail.com,free,3323,pdf,upload
67363693,0,0,0,0,1,0,0,0,0,0,45,1,1,,0,1,yahoo.co.in,free,117,docx,upload
67372693,0,1,1,0,0,0,0,0,0,0,45,1,1,,0,1,ymail.com,free,484,pdf,upload
67376689,0,0,0,0,0,0,0,0,0,0,45,1,1,,0,1,gmail.com,free,257,docx,upload
67382965,0,1,1,0,0,0,0,0,0,0,49,1,5,,4,1,gmail.com,free,13465,pdf,upload
67387879,0,1,1,0,0,0,0,0,0,0,668,1,2,,0,1,yahoo.com,free,343,docx,upload
67389838,0,0,0,1,0,0,0,0,0,0,45,1,2,,0,1,yahoo.com,free,693,docx,upload
67390165,0,0,0,1,0,0,0,0,0,0,45,1,2,,0,1,yahoo.com.ph,free,986,docx,upload
67391638,0,0,0,0,1,0,1,0,0,0,45,1,1,,0,1,gmail.com,free,0,pdf,upload
67391710,0,0,0,0,1,0,0,0,0,0,45,2,2,,0,0,email.jfku.edu,free,244,docx,upload
67396468,0,0,0,0,0,0,0,0,0,0,331,333,419,,385,0,transparancymarketresearch.com,free,2657,pdf,upload
67397089,0,0,0,0,0,0,0,0,0,0,44,2,3,,2,1,yahoo.com.ph,free,797,docx,upload
67397524,0,0,0,0,0,0,0,0,0,0,310,128,778,,725,1,transparencymarketresearch.com,free,891,pdf,upload
67398472,0,0,0,0,1,0,1,0,0,0,44,1,1,,0,1,gmail.com,free,0,docx,upload
67401367,0,0,0,0,1,0,0,0,0,0,44,1,1,,0,1,gmail.com,free,104,docx,upload
67405708,0,0,0,0,0,0,0,0,0,0,142,4,4,,3,1,gmail.com,free,400,pptx,upload
67414267,0,0,0,0,1,0,0,0,0,0,44,1,3,,0,1,aui.ma,free,196,docx,upload
67414591,0,0,0,0,0,0,0,0,0,0,44,1,1,,0,1,gmail.com,free,539,docx,upload
67418947,0,0,0,0,1,0,0,0,0,0,44,1,1,,0,1,yahoo.com,free,133,docx,upload
67427335,0,0,0,0,1,0,0,0,0,0,48,2,2,,1,1,gmail.com,free,221,pdf,google_drive
67428661,0,0,0,0,1,0,0,0,0,0,44,1,1,,0,1,gmail.com,free,218,ppt,upload
67430788,0,0,0,0,1,0,0,0,0,0,44,1,1,,0,1,yahoo.com,free,152,pdf,upload
67440664,0,0,0,0,0,0,0,0,0,0,288,74,140,,111,1,gmail.com,free,380,docx,upload
67441186,0,0,0,0,0,0,0,0,0,0,124,18,167,,91,1,gmail.com,free,536,pdf,upload
67441468,0,0,0,0,1,0,1,0,0,0,43,1,1,,0,1,gmail.com,free,0,pdf,upload
67443016,1,0,0,0,1,0,1,0,0,0,43,1,3,,1,1,gmail.com,free,0,pdf,upload
67445605,0,0,0,0,1,0,1,0,0,0,516,3,1,,0,1,yahoo.com,free,173,pdf,upload
67446919,0,0,0,0,1,0,0,0,0,0,43,1,1,,0,1,gmail.com,free,196,doc,upload
67452130,0,1,1,0,0,0,0,0,0,0,43,1,1,,0,1,gmail.com,free,1273,docx,upload
67452607,0,0,0,0,1,0,0,0,0,0,43,1,2,,0,1,gmail.com,free,155,docx,upload
67453570,0,1,1,0,0,0,0,0,0,0,540,2,1,,0,1,yahoo.com,free,3041,doc,upload
67455106,0,0,0,0,0,0,0,0,0,0,116,8,191,,147,1,gmail.com,free,654,pdf,upload
67463131,0,0,0,0,0,0,0,0,0,0,43,3,2,,1,1,hawk.iit.edu,free,1333,docx,upload
67465969,0,0,0,0,1,0,1,0,0,0,43,1,1,,0,1,yahoo.com,free,1,docx,upload
67480519,0,1,1,0,0,0,0,0,0,0,43,1,2,,1,1,yahoo.com,free,6495,doc,upload
67485247,0,0,0,0,0,0,0,0,0,0,43,1,2,,1,1,gmail.com,free,2804,pdf,upload
67485679,0,0,0,0,0,0,0,0,0,0,64,3,369,,295,1,gmail.com,free,323,pdf,upload
67489243,0,0,0,0,0,0,0,0,0,0,42,1,1,,0,1,gmail.com,free,1450,docx,upload
67491343,0,1,1,0,0,0,0,0,0,0,164,2,1,,0,1,gmail.com,free,23502,pdf,upload
67492369,0,0,0,0,1,0,0,0,0,0,42,1,1,,0,1,hotmail.co.uk,free,80,pptx,upload
67495240,0,0,0,0,0,0,0,0,0,0,42,1,1,,0,1,yahoo.com,free,0,mp3,google_drive
67505623,0,1,1,0,0,0,0,0,0,0,526,5,2,,1,1,live.ca,free,283,doc,upload
67510990,0,0,0,0,0,0,1,0,0,0,42,1,1,,0,1,hotmail.com,free,560,pdf,upload
67521319,0,0,0,0,0,0,0,0,0,0,42,1,3,,2,1,virtuallearningapps.ca,free,504,pdf,google_drive
67531066,0,0,0,0,1,0,0,0,0,0,42,1,1,,0,1,gmail.com,free,143,docx,upload
67536457,0,0,0,0,1,0,0,0,0,0,42,1,1,,0,1,yahoo.com,free,227,doc,upload
67536604,0,0,0,0,0,0,0,0,0,0,42,1,2,,0,1,gmail.com,free,415,pdf,google_drive
67537765,0,1,1,0,0,0,0,0,0,0,385,2,1,,0,1,yahoo.com.ph,free,8163,pdf,upload
67538353,0,0,0,1,0,0,1,0,0,0,41,1,2,,0,1,gmail.com,free,255,pdf,upload
67539361,0,1,1,0,0,0,0,0,0,0,643,1,1,,0,1,yahoo.com,free,5483,pdf,upload
67543849,0,1,1,0,0,0,0,0,0,0,41,1,1,,0,1,hotmail.com,free,9763,pdf,upload
67550815,0,0,0,0,0,0,0,0,1,0,54,2,1,,0,1,gmail.com,free,569,pdf,upload
67561237,0,1,1,0,0,0,0,0,1,0,41,1,2,,1,1,hotmail.com,free,413918,pdf,upload
67575646,0,0,0,0,1,0,1,0,0,0,41,1,1,,0,1,gmail.com,free,0,pdf,upload
67577149,0,0,0,0,0,0,0,0,0,0,885,1,1,,0,1,qq.com,free,1541,pdf,upload
67580599,0,0,0,0,1,0,0,0,0,0,41,1,1,,0,1,gmail.com,free,158,doc,upload
67582384,0,0,0,0,1,0,1,0,0,0,41,1,1,,0,1,gmail.com,free,0,pdf,upload
67584217,0,0,0,0,0,0,0,0,0,0,227,6,2,,1,1,gmail.com,free,687,doc,upload
67584520,0,0,0,0,0,0,0,0,0,0,206,2,2,,0,1,my.devry.edu,free,0,png,dropbox
67586452,0,0,0,1,0,0,0,0,0,0,40,1,1,,0,1,mail.ru,free,833,docx,upload
67587007,0,0,0,0,0,0,0,0,0,0,47,4,96,,37,1,transparencymarketresearch.com,free,1486,pdf,upload
67587763,0,0,0,0,0,0,0,0,0,0,371,2,3,,1,1,yahoo.com.vn,free,932,docx,upload
67588555,0,0,0,0,1,0,0,0,0,0,40,1,1,,0,1,yahoo.com,free,106,docx,upload
67607932,0,0,0,0,1,0,1,0,0,0,40,1,1,,0,1,gmail.com,free,0,pptx,upload
67609048,0,1,1,0,0,0,0,0,0,0,40,1,2,,1,1,gmail.com,free,20940,pdf,upload
67609522,0,1,1,0,0,0,0,0,0,0,40,2,2,,1,1,yahoo.com,free,3508,doc,upload
67610461,0,1,1,0,0,0,0,0,0,0,39,1,1,,0,1,outlook.com,free,592,docx,upload
66766513,0,0,0,0,0,0,0,0,0,0,63,1,1,,0,1,gmail.com,free,639,N/A,upload
66774616,0,1,1,0,0,0,0,0,0,0,63,1,1,,0,1,yahoo.com,free,2014,N/A,upload
66777658,0,0,0,0,0,0,0,0,0,0,142,4,2,,1,1,hotmail.com,free,1064,N/A,upload
66778714,0,0,0,0,0,0,0,0,0,0,62,1,5,,0,1,gmail.com,free,3141,N/A,upload
66783046,0,0,0,0,0,0,0,0,0,0,62,1,2,,1,1,yahoo.com,free,770,N/A,upload
66785662,0,0,0,0,0,0,0,0,0,0,62,1,1,,0,1,gmail.com,free,2126,N/A,upload
66791287,0,0,0,0,0,0,0,0,0,0,62,1,1,,0,1,edhec.com,free,10614,N/A,upload
66800890,0,0,0,0,0,0,0,0,0,0,62,1,2,,1,1,qq.com,free,296,N/A,upload
66802699,0,0,0,0,0,0,0,0,0,0,62,1,1,,0,1,gmail.com,free,1100,N/A,upload
66803635,0,0,0,0,0,0,0,0,0,0,62,1,1,,0,1,gmail.com,free,864,N/A,upload
66813592,0,1,1,0,0,0,0,0,0,0,169,2,2,,1,1,yahoo.com,free,2940,N/A,upload
66814963,0,0,0,0,0,0,0,0,0,0,61,1,1,,0,1,yahoo.com,free,1783,N/A,upload
66816529,0,0,0,0,0,0,0,0,0,0,61,1,1,,0,1,gmail.com,free,590,N/A,upload
66824458,0,0,0,0,0,0,0,0,0,0,332,2,2,,1,1,gmail.com,free,1427,N/A,upload
66825307,0,0,0,0,0,0,0,0,0,0,61,1,1,,0,1,gmail.com,free,457,N/A,upload
66827914,0,1,1,0,0,0,0,0,0,0,628,2,2,,1,1,rocketmail.com,free,794,N/A,upload
66828115,0,1,1,0,0,0,0,0,0,0,61,1,1,,0,1,gmail.com,free,7396,N/A,upload
66829996,0,0,0,0,0,0,0,0,0,0,60,1,21,,16,1,gmail.com,free,1465,N/A,upload
66833938,0,0,0,0,0,0,0,0,0,0,60,1,1,,0,1,yahoo.in,free,447,N/A,upload
66834829,0,0,0,0,0,0,0,0,0,0,428,2,2,,0,1,hotmail.com,free,1677,N/A,upload
66835090,0,0,0,0,0,0,0,0,0,0,60,1,1,,0,1,gmail.com,free,788,N/A,google_drive
66835672,0,0,0,0,0,0,0,0,0,0,60,1,2,,1,1,rocketmail.com,free,531,N/A,upload
66836767,0,0,0,0,0,0,0,0,0,0,1528,1,1,,0,1,live.com,free,5559,N/A,upload
66842284,0,1,1,0,0,0,0,0,0,0,66,2,4,,0,1,gmail.com,free,883,N/A,upload
66846847,0,0,0,0,0,0,0,0,0,0,612,1,1,,0,1,gmail.com,free,1183,N/A,upload
66849370,0,0,0,0,0,0,0,0,0,0,415,6,1,,0,1,hotmail.com,free,849,N/A,upload
66849880,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,gmail.com,free,4344,N/A,upload
66850552,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,yahoo.com,free,841,N/A,upload
66852589,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,hotmail.com,free,2637,N/A,upload
66856357,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,gmail.com,free,1236,N/A,google_drive
66858862,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,hotmail.co.uk,free,1023,N/A,upload
66860362,0,0,0,0,0,0,0,0,0,0,100,9,3,,2,1,gmail.com,free,1836,N/A,upload
66860743,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,mail.ru,free,471,N/A,upload
66862585,0,1,1,0,0,0,0,0,0,0,59,1,2,,1,1,btinternet.com,free,1247,N/A,upload
66863071,0,0,0,0,0,0,0,0,1,0,59,1,2,,0,1,hotmail.com,free,1672,N/A,upload
66868726,0,1,1,0,0,0,0,0,0,0,59,1,2,,0,1,yahoo.com,free,246,N/A,upload
66875980,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,mail.com,free,241,N/A,upload
66876052,0,0,0,0,0,0,0,0,0,0,59,1,1,,0,1,yahoo.com,free,3822,N/A,upload
66876604,0,0,0,0,0,0,0,0,0,0,178,12,2,,1,1,yahoo.com,free,1106,N/A,upload
66880669,0,0,0,0,0,0,0,0,0,0,150,3,2,,0,1,yahoo.com,free,731,N/A,upload
66882958,0,1,1,0,0,0,0,0,0,0,58,2,1,,0,1,yahoo.com,free,696,N/A,upload
66886834,0,0,0,0,0,0,0,0,0,0,58,3,1,,0,1,gmail.com,free,293,N/A,google_drive
66893884,0,0,0,0,0,0,0,0,0,0,130,2,4,,2,1,gmail.com,free,3134,N/A,upload
66894361,0,0,0,0,0,0,0,0,0,0,58,1,1,,0,1,live.com,free,450,N/A,upload
66897991,0,1,1,0,0,0,0,0,0,0,58,1,1,,0,1,yahoo.com,free,3778,N/A,google_drive
66898744,0,0,0,0,0,0,0,0,0,0,147,2,2,,0,1,hotmail.com,free,1359,N/A,upload
66904903,0,0,0,0,0,0,0,0,0,0,58,1,1,,0,1,gmail.com,free,11470,N/A,upload
66908386,0,0,0,0,0,0,0,0,0,0,58,1,3,,1,1,yahoo.com,free,657,N/A,dropbox
66911497,0,0,0,0,0,0,0,0,0,0,267,2,1,,0,1,gmail.com,free,1913,N/A,upload
66912649,0,0,0,0,0,0,0,0,0,0,311,4,3,,1,1,gmail.com,free,856,N/A,upload
66919129,0,0,0,0,0,0,0,0,0,0,58,1,1,,0,1,crimson.ua.edu,free,317,N/A,upload
66921262,0,0,0,0,0,0,0,0,0,0,58,1,1,,0,1,yahoo.com.sg,free,16259,N/A,upload
66922342,0,1,1,0,0,0,0,0,0,0,429,4,1,,0,1,yahoo.com,free,1345,N/A,upload
66923650,0,0,0,0,0,0,0,0,0,0,57,1,2,,0,1,gmail.com,free,104,N/A,upload
66928621,0,0,0,0,0,0,0,0,0,0,151,4,2,,1,1,gmail.com,free,790,N/A,upload
66933283,0,1,1,0,0,0,0,0,0,0,57,1,3,,0,1,gmail.com,free,375,N/A,upload
66935497,0,0,0,0,0,0,0,0,0,0,57,1,1,,0,1,live.co.uk,free,583,N/A,upload
66938014,0,0,0,0,0,0,0,0,0,0,1298,7,3,,2,1,gmail.com,free,2583,docx,upload
66939040,0,1,1,0,0,0,0,0,0,0,57,1,1,,0,1,yahoo.com,free,14365,docx,upload
66943777,0,0,0,0,0,0,0,0,0,0,57,2,1,,0,1,gmail.com,free,446,pdf,google_drive
66957670,0,0,0,0,0,0,0,0,0,0,57,1,1,,0,1,gmail.com,free,479,docx,upload
66959164,0,0,0,0,0,0,0,0,0,0,57,1,1,,0,1,gmail.com,free,458,pdf,upload
66959542,0,0,0,0,0,0,0,0,0,0,57,1,2,,0,1,yahoo.com,free,545,doc,upload
66960100,0,0,0,0,0,0,0,0,0,0,57,1,3,,0,1,gmail.com,free,1173,docx,upload
66960505,0,0,0,0,0,0,0,0,0,0,484,4,2,,1,1,yahoo.com,free,462,doc,upload
66961885,0,0,0,0,0,0,0,0,0,0,56,1,1,,0,1,gmail.com,free,863,docx,upload
66962410,0,0,0,0,0,0,0,0,0,0,1570,1,1,,0,1,mail.msj.edu,free,578,docx,upload
66963124,0,0,0,0,0,0,0,0,0,0,201,2,2,,1,1,hotmail.com,free,602,docx,upload
66966718,0,1,1,0,0,0,0,0,0,0,56,1,1,,0,1,gmail.com,free,30422,pdf,dropbox
66967948,0,0,0,0,0,0,0,0,0,0,56,2,3,,1,1,yahoo.com,free,1256,pdf,google_drive
66969913,0,1,1,0,0,0,0,0,0,0,117,4,7,,3,1,mpsaz.org,free,339,ppt,upload
66973516,0,0,0,0,0,0,0,0,0,0,56,1,1,,0,1,hotmail.com,free,3471,pptx,upload
66974731,0,1,1,0,0,0,0,0,0,0,56,1,2,,0,1,yahoo.com,free,580,docx,upload
66974788,0,0,0,0,0,0,0,0,0,0,56,1,1,,0,1,yahoo.com,free,1338,docx,upload
66979228,0,0,0,0,0,0,0,0,0,0,56,1,1,,0,1,yahoo.com,free,1656,pdf,google_drive
67004653,0,0,0,0,0,0,0,0,0,0,56,3,5,,2,1,icloud.com,free,717,docx,upload
67004656,0,0,0,0,0,0,0,0,0,0,55,1,1,,0,1,hotmail.co.uk,free,2167,docx,upload
67004659,0,1,1,0,0,0,0,0,0,0,525,5,3,,2,1,yahoo.com,free,907,docx,upload
67004707,0,0,0,0,0,0,0,0,0,0,55,1,1,,0,1,gmail.com,free,836,docx,google_drive
67005496,0,1,1,0,0,0,0,0,0,0,55,1,2,,0,1,gmail.com,free,3515,docx,upload
67007332,0,1,1,0,0,0,0,0,0,0,55,2,1,,0,1,aol.co.uk,free,858,docx,upload
67018627,0,0,0,0,0,0,0,0,0,0,55,3,1,,0,1,yahoo.com,free,1617,docx,upload
67021300,0,0,0,0,0,0,0,0,0,0,201,2,1,,0,1,gmail.com,free,947,docx,upload
